                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                 1.0888,                  1.016,                 1.4239,                 0.8317,                0.76198,                0.83324,                 0.5262,                 1.2122,                0.94897,                 1.5171,               0.006931,               0.006931,               0.006931
                     65,                 1.0948,                 1.0231,                 1.4264,                0.83809,                0.76777,                 0.8326,                0.52878,                 1.2054,                0.94637,                 1.5092,              0.0068815,              0.0068815,              0.0068815
                     66,                 1.0858,                 1.0109,                  1.419,                0.84229,                0.75942,                 0.8325,                0.53035,                 1.2063,                0.94487,                  1.508,               0.006832,               0.006832,               0.006832
                     67,                 1.0775,                0.99959,                 1.4024,                0.84527,                0.76064,                0.83428,                0.53278,                 1.1996,                0.93684,                 1.5003,              0.0067825,              0.0067825,              0.0067825
                     68,                 1.0767,                  1.004,                 1.4117,                0.84573,                0.75875,                 0.8356,                0.53533,                 1.1902,                0.93329,                 1.4929,               0.006733,               0.006733,               0.006733
                     69,                 1.0789,                0.99703,                 1.4084,                0.84899,                0.76086,                0.83865,                0.53794,                 1.1892,                0.92724,                 1.4915,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.0656,                0.98569,                 1.3985,                0.85482,                0.75908,                0.83948,                0.53961,                 1.1893,                0.92333,                 1.4903,               0.006634,               0.006634,               0.006634
                     71,                 1.0695,                0.99043,                 1.4032,                0.85027,                0.76287,                 0.8409,                0.54305,                 1.1849,                0.92033,                 1.4853,              0.0065845,              0.0065845,              0.0065845
                     72,                  1.059,                 0.9756,                  1.392,                0.86215,                0.75552,                0.84217,                0.54726,                 1.1802,                0.91482,                   1.48,               0.006535,               0.006535,               0.006535
                     73,                 1.0545,                0.96729,                 1.3875,                0.85873,                0.76287,                0.84324,                0.54918,                 1.1733,                0.90918,                  1.474,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.0579,                0.97476,                 1.3915,                0.86679,                0.75696,                0.84253,                0.55266,                 1.1702,                0.90642,                 1.4711,               0.006436,               0.006436,               0.006436
